id,device_id,start_time,resolution,implemented_rate,requested_rate,metered_lane_volume,readings
408582795,10034,2022-02-27 20:00:00-08,01:00:00,700,700,248,181
408583213,10034,2022-02-27 21:00:00-08,01:00:00,700,700,123,181
408583654,10034,2022-02-27 22:00:00-08,01:00:00,700,700,91,181
408584094,10034,2022-02-27 23:00:00-08,01:00:00,700,700,54,181
408584473,10034,2022-02-28 00:00:00-08,01:00:00,4,4,28,169
408584960,10034,2022-02-28 01:00:00-08,01:00:00,0,0,20,163
408585417,10034,2022-02-28 02:00:00-08,01:00:00,0,0,21,175
408585737,10034,2022-02-28 03:00:00-08,01:00:00,0,0,14,151
408585775,10034,2022-02-28 04:00:00-08,01:00:00,0,0,12,181
408586426,10034,2022-02-28 05:00:00-08,01:00:00,0,0,31,181
408586848,10034,2022-02-28 06:00:00-08,01:00:00,688,688,108,181
408587214,10034,2022-02-28 07:00:00-08,01:00:00,700,700,222,181
408587727,10034,2022-02-28 08:00:00-08,01:00:00,700,700,227,181
408588206,10034,2022-02-28 09:00:00-08,01:00:00,700,700,233,181
408588537,10034,2022-02-28 10:00:00-08,01:00:00,7,7,218,181
408588992,10034,2022-02-28 11:00:00-08,01:00:00,0,0,279,181
408589376,10034,2022-02-28 12:00:00-08,01:00:00,0,0,262,181
408589779,10034,2022-02-28 13:00:00-08,01:00:00,688,688,297,181
408590284,10034,2022-02-28 14:00:00-08,01:00:00,700,700,345,181
408590561,10034,2022-02-28 15:00:00-08,01:00:00,700,700,454,181
408590967,10034,2022-02-28 16:00:00-08,01:00:00,700,700,447,181
408591630,10034,2022-02-28 17:00:00-08,01:00:00,700,700,470,180
408591878,10034,2022-02-28 18:00:00-08,01:00:00,700,700,311,181
408592369,10034,2022-02-28 19:00:00-08,01:00:00,7,7,199,181
408592917,10034,2022-02-28 20:00:00-08,01:00:00,0,0,154,181
408593218,10034,2022-02-28 21:00:00-08,01:00:00,0,0,123,181
408593878,10034,2022-02-28 22:00:00-08,01:00:00,0,0,61,175
408594251,10034,2022-02-28 23:00:00-08,01:00:00,0,0,77,151
408594656,10034,2022-03-01 00:00:00-08,01:00:00,0,0,172,175
408595182,10034,2022-03-01 01:00:00-08,01:00:00,0,0,52,181
408595535,10034,2022-03-01 02:00:00-08,01:00:00,0,0,38,175
408595986,10034,2022-03-01 03:00:00-08,01:00:00,0,0,18,163
408596491,10034,2022-03-01 04:00:00-08,01:00:00,0,0,21,180
408596879,10034,2022-03-01 05:00:00-08,01:00:00,0,0,41,181
408597286,10034,2022-03-01 06:00:00-08,01:00:00,688,688,110,181
408597674,10034,2022-03-01 07:00:00-08,01:00:00,700,700,235,181
408598053,10034,2022-03-01 08:00:00-08,01:00:00,700,700,258,181
408598635,10034,2022-03-01 09:00:00-08,01:00:00,700,700,235,179
408599045,10034,2022-03-01 10:00:00-08,01:00:00,15,15,246,176
408599432,10034,2022-03-01 11:00:00-08,01:00:00,0,0,248,181
408599916,10034,2022-03-01 12:00:00-08,01:00:00,0,0,306,181
408600457,10034,2022-03-01 13:00:00-08,01:00:00,688,688,301,181
408600785,10034,2022-03-01 14:00:00-08,01:00:00,700,700,381,181
408601199,10034,2022-03-01 15:00:00-08,01:00:00,700,700,474,181
408601605,10034,2022-03-01 16:00:00-08,01:00:00,700,700,481,181
408601990,10034,2022-03-01 17:00:00-08,01:00:00,700,700,537,181
408602484,10034,2022-03-01 18:00:00-08,01:00:00,700,700,305,181
408602866,10034,2022-03-01 19:00:00-08,01:00:00,7,7,212,181
408603339,10034,2022-03-01 20:00:00-08,01:00:00,0,0,157,181
408603848,10034,2022-03-01 21:00:00-08,01:00:00,0,0,131,181
408604228,10034,2022-03-01 22:00:00-08,01:00:00,0,0,96,181
408604638,10034,2022-03-01 23:00:00-08,01:00:00,0,0,99,181
408605049,10034,2022-03-02 00:00:00-08,01:00:00,0,0,32,175
408605635,10034,2022-03-02 01:00:00-08,01:00:00,0,0,22,175
408605978,10034,2022-03-02 02:00:00-08,01:00:00,0,0,17,175
408606319,10034,2022-03-02 03:00:00-08,01:00:00,0,0,10,181
408606841,10034,2022-03-02 04:00:00-08,01:00:00,0,0,18,175
408607256,10034,2022-03-02 05:00:00-08,01:00:00,0,0,40,181
408607602,10034,2022-03-02 06:00:00-08,01:00:00,688,688,101,181
408608083,10034,2022-03-02 07:00:00-08,01:00:00,700,700,230,181
408608574,10034,2022-03-02 08:00:00-08,01:00:00,700,700,253,181
408608889,10034,2022-03-02 09:00:00-08,01:00:00,700,700,212,181
408609418,10034,2022-03-02 10:00:00-08,01:00:00,7,7,241,181
408609946,10034,2022-03-02 11:00:00-08,01:00:00,0,0,278,181
408610243,10034,2022-03-02 12:00:00-08,01:00:00,0,0,313,181
408610690,10034,2022-03-02 13:00:00-08,01:00:00,688,688,348,181
408611229,10034,2022-03-02 14:00:00-08,01:00:00,700,700,345,181
408611494,10034,2022-03-02 15:00:00-08,01:00:00,696,696,407,181
408611859,10034,2022-03-02 16:00:00-08,01:00:00,699,699,498,181
408612373,10034,2022-03-02 17:00:00-08,01:00:00,700,700,524,180
408612863,10034,2022-03-02 18:00:00-08,01:00:00,700,700,326,181
408613208,10034,2022-03-02 19:00:00-08,01:00:00,7,7,187,181
408613971,10034,2022-03-02 20:00:00-08,01:00:00,0,0,147,181
408614326,10034,2022-03-02 21:00:00-08,01:00:00,0,0,138,181
408614861,10034,2022-03-02 22:00:00-08,01:00:00,0,0,100,181
408615263,10034,2022-03-02 23:00:00-08,01:00:00,0,0,62,170
408615590,10034,2022-03-03 00:00:00-08,01:00:00,0,0,18,142
408616191,10034,2022-03-03 01:00:00-08,01:00:00,0,0,17,162
408616551,10034,2022-03-03 02:00:00-08,01:00:00,0,0,18,159
408617046,10034,2022-03-03 03:00:00-08,01:00:00,0,0,10,181
408617558,10034,2022-03-03 04:00:00-08,01:00:00,0,0,21,181
408617716,10034,2022-03-03 05:00:00-08,01:00:00,0,0,40,181
408618129,10034,2022-03-03 06:00:00-08,01:00:00,688,688,102,181
408618715,10034,2022-03-03 07:00:00-08,01:00:00,700,700,230,181
408618914,10034,2022-03-03 08:00:00-08,01:00:00,700,700,251,181
408619495,10034,2022-03-03 09:00:00-08,01:00:00,700,700,214,181
408620067,10034,2022-03-03 10:00:00-08,01:00:00,7,7,218,181
408620224,10034,2022-03-03 11:00:00-08,01:00:00,0,0,263,181
408621123,10034,2022-03-03 12:00:00-08,01:00:00,0,0,265,181
408621272,10034,2022-03-03 13:00:00-08,01:00:00,688,688,330,175
408621592,10034,2022-03-03 14:00:00-08,01:00:00,700,700,348,181
408621869,10034,2022-03-03 15:00:00-08,01:00:00,700,700,432,181
408622430,10034,2022-03-03 16:00:00-08,01:00:00,700,700,461,181
408622794,10034,2022-03-03 17:00:00-08,01:00:00,700,700,530,181
408623406,10034,2022-03-03 18:00:00-08,01:00:00,700,700,345,181
408623752,10034,2022-03-03 19:00:00-08,01:00:00,7,7,190,181
408624113,10034,2022-03-03 20:00:00-08,01:00:00,0,0,45,46
408624743,10034,2022-03-03 21:00:00-08,01:00:00,0,0,169,161
408625168,10034,2022-03-03 22:00:00-08,01:00:00,0,0,130,175
408625502,10034,2022-03-03 23:00:00-08,01:00:00,0,0,70,174
408626045,10034,2022-03-04 00:00:00-08,01:00:00,0,0,49,169
408626624,10034,2022-03-04 01:00:00-08,01:00:00,0,0,44,175
408627038,10034,2022-03-04 02:00:00-08,01:00:00,0,0,31,169
408627415,10034,2022-03-04 03:00:00-08,01:00:00,0,0,15,180
408627964,10034,2022-03-04 04:00:00-08,01:00:00,0,0,27,175
408628460,10034,2022-03-04 05:00:00-08,01:00:00,0,0,31,181
408628675,10034,2022-03-04 06:00:00-08,01:00:00,688,688,105,181
408628977,10034,2022-03-04 07:00:00-08,01:00:00,700,700,198,181
408629553,10034,2022-03-04 08:00:00-08,01:00:00,700,700,279,174
408630078,10034,2022-03-04 09:00:00-08,01:00:00,700,700,200,181
408630426,10034,2022-03-04 10:00:00-08,01:00:00,7,7,254,181
408630871,10034,2022-03-04 11:00:00-08,01:00:00,0,0,272,181
408631467,10034,2022-03-04 12:00:00-08,01:00:00,0,0,316,181
408631774,10034,2022-03-04 13:00:00-08,01:00:00,688,688,376,181
408632064,10034,2022-03-04 14:00:00-08,01:00:00,700,700,459,181
408632607,10034,2022-03-04 15:00:00-08,01:00:00,700,700,481,181
408633029,10034,2022-03-04 16:00:00-08,01:00:00,700,700,376,181
408633427,10034,2022-03-04 17:00:00-08,01:00:00,700,700,419,181
408633896,10034,2022-03-04 18:00:00-08,01:00:00,700,700,329,180
408634163,10034,2022-03-04 19:00:00-08,01:00:00,7,7,231,178
408634354,10034,2022-03-04 20:00:00-08,01:00:00,0,0,185,176
408634490,10034,2022-03-04 21:00:00-08,01:00:00,0,0,190,181
408635515,10034,2022-03-04 22:00:00-08,01:00:00,0,0,205,181
408636017,10034,2022-03-04 23:00:00-08,01:00:00,0,0,237,169
408637449,10034,2022-03-05 00:00:00-08,01:00:00,696,696,107,175
408637715,10034,2022-03-05 01:00:00-08,01:00:00,700,700,86,160
408637870,10034,2022-03-05 02:00:00-08,01:00:00,700,700,93,175
408637966,10034,2022-03-05 03:00:00-08,01:00:00,700,700,40,174
408638167,10034,2022-03-05 04:00:00-08,01:00:00,700,700,21,169
408638988,10034,2022-03-05 05:00:00-08,01:00:00,700,700,17,168
408639230,10034,2022-03-05 06:00:00-08,01:00:00,700,700,41,181
408639239,10034,2022-03-05 07:00:00-08,01:00:00,700,700,75,181
408639918,10034,2022-03-05 08:00:00-08,01:00:00,700,700,92,181
408640295,10034,2022-03-05 09:00:00-08,01:00:00,700,700,145,175
408640337,10034,2022-03-05 10:00:00-08,01:00:00,700,700,214,181
408640340,10034,2022-03-05 11:00:00-08,01:00:00,700,700,252,181
408641720,10034,2022-03-05 12:00:00-08,01:00:00,700,700,376,181
408641776,10034,2022-03-05 13:00:00-08,01:00:00,700,700,354,181
408643162,10034,2022-03-05 14:00:00-08,01:00:00,700,700,379,181
408643494,10034,2022-03-05 15:00:00-08,01:00:00,700,700,414,181
408644054,10034,2022-03-05 16:00:00-08,01:00:00,700,700,349,181
408644783,10034,2022-03-05 17:00:00-08,01:00:00,700,700,354,181
408646075,10034,2022-03-05 18:00:00-08,01:00:00,700,700,319,181
408646098,10034,2022-03-05 19:00:00-08,01:00:00,700,700,222,181
408646113,10034,2022-03-05 20:00:00-08,01:00:00,700,700,237,180
408646151,10034,2022-03-05 21:00:00-08,01:00:00,700,700,295,181
408647709,10034,2022-03-05 22:00:00-08,01:00:00,700,700,191,180
408648794,10034,2022-03-05 23:00:00-08,01:00:00,700,700,263,181
408649113,10034,2022-03-06 00:00:00-08,01:00:00,700,700,151,175
408649679,10034,2022-03-06 01:00:00-08,01:00:00,700,700,84,157
408650792,10034,2022-03-06 02:00:00-08,01:00:00,700,700,120,179
408651054,10034,2022-03-06 03:00:00-08,01:00:00,700,700,38,181
408651930,10034,2022-03-06 04:00:00-08,01:00:00,700,700,16,163
408652233,10034,2022-03-06 05:00:00-08,01:00:00,700,700,28,181
408652659,10034,2022-03-06 06:00:00-08,01:00:00,700,700,25,181
408653212,10034,2022-03-06 07:00:00-08,01:00:00,700,700,48,181
408653621,10034,2022-03-06 08:00:00-08,01:00:00,700,700,47,158
408653994,10034,2022-03-06 09:00:00-08,01:00:00,700,700,120,181
408654550,10034,2022-03-06 10:00:00-08,01:00:00,700,700,174,181
408654866,10034,2022-03-06 11:00:00-08,01:00:00,700,700,239,181
408655387,10034,2022-03-06 12:00:00-08,01:00:00,700,700,291,181
408655881,10034,2022-03-06 13:00:00-08,01:00:00,700,700,287,181
408656019,10034,2022-03-06 14:00:00-08,01:00:00,700,700,288,181
408656460,10034,2022-03-06 15:00:00-08,01:00:00,700,700,297,181
408656986,10034,2022-03-06 16:00:00-08,01:00:00,700,700,378,181
408657390,10034,2022-03-06 17:00:00-08,01:00:00,700,700,258,181
408657792,10034,2022-03-06 18:00:00-08,01:00:00,700,700,234,180
408658291,10034,2022-03-06 19:00:00-08,01:00:00,700,700,175,180
408658528,10034,2022-03-06 20:00:00-08,01:00:00,700,700,143,180
408658869,10034,2022-03-06 21:00:00-08,01:00:00,700,700,109,181
408659207,10034,2022-03-06 22:00:00-08,01:00:00,700,700,97,181
408659653,10034,2022-03-06 23:00:00-08,01:00:00,700,700,88,169
408660216,10034,2022-03-07 00:00:00-08,01:00:00,4,4,27,169
408660502,10034,2022-03-07 01:00:00-08,01:00:00,0,0,22,175
408661022,10034,2022-03-07 02:00:00-08,01:00:00,0,0,14,163
408661300,10034,2022-03-07 03:00:00-08,01:00:00,0,0,11,169
408661725,10034,2022-03-07 04:00:00-08,01:00:00,0,0,24,181
408662218,10034,2022-03-07 05:00:00-08,01:00:00,0,0,37,181
408662579,10034,2022-03-07 06:00:00-08,01:00:00,688,688,97,181
408662891,10034,2022-03-07 07:00:00-08,01:00:00,700,700,219,181
408663752,10034,2022-03-07 08:00:00-08,01:00:00,700,700,225,181
408663968,10034,2022-03-07 09:00:00-08,01:00:00,700,700,198,181
408664115,10034,2022-03-07 10:00:00-08,01:00:00,7,7,226,181
408664134,10034,2022-03-07 11:00:00-08,01:00:00,0,0,265,181
408664995,10034,2022-03-07 12:00:00-08,01:00:00,0,0,308,181
408665335,10034,2022-03-07 13:00:00-08,01:00:00,688,688,310,181
408665768,10034,2022-03-07 14:00:00-08,01:00:00,700,700,348,181
408666340,10034,2022-03-07 15:00:00-08,01:00:00,700,700,394,181
408666338,10034,2022-03-07 16:00:00-08,01:00:00,700,700,444,181
408666703,10034,2022-03-07 17:00:00-08,01:00:00,700,700,518,181
408667656,10034,2022-03-07 18:00:00-08,01:00:00,700,700,324,180
408668009,10034,2022-03-07 19:00:00-08,01:00:00,7,7,168,181
408668363,10034,2022-03-07 20:00:00-08,01:00:00,0,0,123,173
408668910,10034,2022-03-07 21:00:00-08,01:00:00,0,0,121,181
408669207,10034,2022-03-07 22:00:00-08,01:00:00,0,0,134,181
408669748,10034,2022-03-07 23:00:00-08,01:00:00,0,0,118,175
408670030,10034,2022-03-08 00:00:00-08,01:00:00,0,0,32,169
408670262,10034,2022-03-08 01:00:00-08,01:00:00,0,0,24,175
408670933,10034,2022-03-08 02:00:00-08,01:00:00,0,0,15,175
408671287,10034,2022-03-08 03:00:00-08,01:00:00,0,0,12,169
408671484,10034,2022-03-08 04:00:00-08,01:00:00,0,0,19,180
408672035,10034,2022-03-08 05:00:00-08,01:00:00,0,0,41,175
408672297,10034,2022-03-08 06:00:00-08,01:00:00,688,688,92,181
408672697,10034,2022-03-08 07:00:00-08,01:00:00,700,700,240,181
408672803,10034,2022-03-08 08:00:00-08,01:00:00,700,700,260,181
408673588,10034,2022-03-08 09:00:00-08,01:00:00,700,700,201,181
408673875,10034,2022-03-08 10:00:00-08,01:00:00,7,7,236,181
408674250,10034,2022-03-08 11:00:00-08,01:00:00,0,0,280,181
408674822,10034,2022-03-08 12:00:00-08,01:00:00,0,0,312,181
408675301,10034,2022-03-08 13:00:00-08,01:00:00,688,688,312,181
408675642,10034,2022-03-08 14:00:00-08,01:00:00,700,700,367,180
408676052,10034,2022-03-08 15:00:00-08,01:00:00,698,698,404,181
408676312,10034,2022-03-08 16:00:00-08,01:00:00,700,700,561,181
408676712,10034,2022-03-08 17:00:00-08,01:00:00,700,700,588,181
408677271,10034,2022-03-08 18:00:00-08,01:00:00,700,700,320,180
408677636,10034,2022-03-08 19:00:00-08,01:00:00,7,7,234,181
408678038,10034,2022-03-08 20:00:00-08,01:00:00,0,0,149,175
408678398,10034,2022-03-08 21:00:00-08,01:00:00,0,0,141,181
408678869,10034,2022-03-08 22:00:00-08,01:00:00,0,0,238,175
408679116,10034,2022-03-08 23:00:00-08,01:00:00,0,0,73,180
408679611,10034,2022-03-09 00:00:00-08,01:00:00,0,0,23,175
408680058,10034,2022-03-09 01:00:00-08,01:00:00,0,0,25,181
408680407,10034,2022-03-09 02:00:00-08,01:00:00,0,0,18,175
408680843,10034,2022-03-09 03:00:00-08,01:00:00,0,0,15,169
408681468,10034,2022-03-09 04:00:00-08,01:00:00,0,0,17,169
408681814,10034,2022-03-09 05:00:00-08,01:00:00,0,0,35,181
408682171,10034,2022-03-09 06:00:00-08,01:00:00,688,688,112,181
408682532,10034,2022-03-09 07:00:00-08,01:00:00,700,700,238,181
408683000,10034,2022-03-09 08:00:00-08,01:00:00,700,700,259,181
408683557,10034,2022-03-09 09:00:00-08,01:00:00,700,700,229,181
408683823,10034,2022-03-09 10:00:00-08,01:00:00,7,7,233,180
408684336,10034,2022-03-09 11:00:00-08,01:00:00,0,0,284,181
408684885,10034,2022-03-09 12:00:00-08,01:00:00,0,0,312,175
408685166,10034,2022-03-09 13:00:00-08,01:00:00,688,688,306,181
408685429,10034,2022-03-09 14:00:00-08,01:00:00,700,700,372,181
408686063,10034,2022-03-09 15:00:00-08,01:00:00,699,699,412,181
408686214,10034,2022-03-09 16:00:00-08,01:00:00,700,700,529,181
408686818,10034,2022-03-09 17:00:00-08,01:00:00,700,700,556,181
408687179,10034,2022-03-09 18:00:00-08,01:00:00,700,700,327,180
408687590,10034,2022-03-09 19:00:00-08,01:00:00,7,7,235,181
408687866,10034,2022-03-09 20:00:00-08,01:00:00,0,0,161,180
408688641,10034,2022-03-09 21:00:00-08,01:00:00,0,0,126,181
408688643,10034,2022-03-09 22:00:00-08,01:00:00,0,0,382,181
408689143,10034,2022-03-09 23:00:00-08,01:00:00,0,0,144,163
408689792,10034,2022-03-10 00:00:00-08,01:00:00,0,0,34,181
408689968,10034,2022-03-10 01:00:00-08,01:00:00,0,0,29,169
408690507,10034,2022-03-10 02:00:00-08,01:00:00,0,0,19,175
408691102,10034,2022-03-10 03:00:00-08,01:00:00,0,0,10,175
408691343,10034,2022-03-10 04:00:00-08,01:00:00,0,0,22,175
408691766,10034,2022-03-10 05:00:00-08,01:00:00,0,0,24,180
408692168,10034,2022-03-10 06:00:00-08,01:00:00,688,688,99,181
408692463,10034,2022-03-10 07:00:00-08,01:00:00,700,700,219,181
408693100,10034,2022-03-10 08:00:00-08,01:00:00,700,700,242,180
408693564,10034,2022-03-10 09:00:00-08,01:00:00,700,700,209,165
408693896,10034,2022-03-10 10:00:00-08,01:00:00,46,46,274,181
408694320,10034,2022-03-10 11:00:00-08,01:00:00,0,0,241,159
408694689,10034,2022-03-10 12:00:00-08,01:00:00,0,0,349,181
408694996,10034,2022-03-10 13:00:00-08,01:00:00,688,688,382,179
408695498,10034,2022-03-10 14:00:00-08,01:00:00,700,700,359,161
408696070,10034,2022-03-10 15:00:00-08,01:00:00,700,700,423,165
408696268,10034,2022-03-10 16:00:00-08,01:00:00,700,700,426,160
408696751,10034,2022-03-10 17:00:00-08,01:00:00,700,700,484,167
408697145,10034,2022-03-10 18:00:00-08,01:00:00,700,700,315,161
408697355,10034,2022-03-10 19:00:00-08,01:00:00,7,7,227,181
408697844,10034,2022-03-10 20:00:00-08,01:00:00,0,0,188,180
408698369,10034,2022-03-10 21:00:00-08,01:00:00,0,0,165,179
408698600,10034,2022-03-10 22:00:00-08,01:00:00,0,0,104,181
408698997,10034,2022-03-10 23:00:00-08,01:00:00,0,0,108,178
408699558,10034,2022-03-11 00:00:00-08,01:00:00,0,0,45,174
408699793,10034,2022-03-11 01:00:00-08,01:00:00,0,0,38,177
408700310,10034,2022-03-11 02:00:00-08,01:00:00,0,0,26,160
408700825,10034,2022-03-11 03:00:00-08,01:00:00,0,0,9,151
408701067,10034,2022-03-11 04:00:00-08,01:00:00,0,0,21,174
408701494,10034,2022-03-11 05:00:00-08,01:00:00,0,0,33,169
408701975,10034,2022-03-11 06:00:00-08,01:00:00,684,684,107,180
408702342,10034,2022-03-11 07:00:00-08,01:00:00,700,700,269,181
408702803,10034,2022-03-11 08:00:00-08,01:00:00,696,696,245,181
408703279,10034,2022-03-11 09:00:00-08,01:00:00,695,695,179,171
408703582,10034,2022-03-11 10:00:00-08,01:00:00,7,7,237,176
408704120,10034,2022-03-11 11:00:00-08,01:00:00,0,0,334,175
408704426,10034,2022-03-11 12:00:00-08,01:00:00,0,0,342,172
408704857,10034,2022-03-11 13:00:00-08,01:00:00,684,684,377,166
408705474,10034,2022-03-11 14:00:00-08,01:00:00,700,700,435,174
408705717,10034,2022-03-11 15:00:00-08,01:00:00,700,700,437,172
408705982,10034,2022-03-11 16:00:00-08,01:00:00,700,700,452,171
408706196,10034,2022-03-11 17:00:00-08,01:00:00,700,700,401,170
408706932,10034,2022-03-11 18:00:00-08,01:00:00,700,700,347,170
408707200,10034,2022-03-11 19:00:00-08,01:00:00,4,4,214,173
408707790,10034,2022-03-11 20:00:00-08,01:00:00,0,0,183,180
408708238,10034,2022-03-11 21:00:00-08,01:00:00,0,0,199,180
408708555,10034,2022-03-11 22:00:00-08,01:00:00,0,0,263,180
408709125,10034,2022-03-11 23:00:00-08,01:00:00,0,0,176,174
408709445,10034,2022-03-12 00:00:00-08,01:00:00,691,691,88,167
408709686,10034,2022-03-12 01:00:00-08,01:00:00,700,700,99,168
408710382,10034,2022-03-12 02:00:00-08,01:00:00,700,700,128,171
408710756,10034,2022-03-12 03:00:00-08,01:00:00,700,700,33,181
408711108,10034,2022-03-12 04:00:00-08,01:00:00,700,700,21,175
408711603,10034,2022-03-12 05:00:00-08,01:00:00,700,700,20,181
408711994,10034,2022-03-12 06:00:00-08,01:00:00,700,700,27,179
408712282,10034,2022-03-12 07:00:00-08,01:00:00,700,700,59,180
408712829,10034,2022-03-12 08:00:00-08,01:00:00,700,700,86,180
408713261,10034,2022-03-12 09:00:00-08,01:00:00,700,700,173,181
408713682,10034,2022-03-12 10:00:00-08,01:00:00,700,700,246,181
408714131,10034,2022-03-12 11:00:00-08,01:00:00,700,700,322,181
408714413,10034,2022-03-12 12:00:00-08,01:00:00,700,700,349,181
408714726,10034,2022-03-12 13:00:00-08,01:00:00,700,700,436,181
408715379,10034,2022-03-12 14:00:00-08,01:00:00,700,700,473,181
408715761,10034,2022-03-12 15:00:00-08,01:00:00,700,700,359,181
408716107,10034,2022-03-12 16:00:00-08,01:00:00,700,700,324,181
408716573,10034,2022-03-12 17:00:00-08,01:00:00,700,700,360,181
408716844,10034,2022-03-12 18:00:00-08,01:00:00,700,700,358,181
408717205,10034,2022-03-12 19:00:00-08,01:00:00,700,700,223,181
408717825,10034,2022-03-12 20:00:00-08,01:00:00,700,700,227,181
408718207,10034,2022-03-12 21:00:00-08,01:00:00,700,700,526,181
408718222,10034,2022-03-12 22:00:00-08,01:00:00,700,700,214,181
408719012,10034,2022-03-12 23:00:00-08,01:00:00,700,700,135,181
408719271,10034,2022-03-13 00:00:00-08,01:00:00,700,700,90,169
408719621,10034,2022-03-13 01:00:00-08,01:00:00,700,700,92,170
408720635,10034,2022-03-13 04:00:00-07,01:00:00,700,700,77,178
408720721,10034,2022-03-13 05:00:00-07,01:00:00,700,700,31,181
408721377,10034,2022-03-13 06:00:00-07,01:00:00,700,700,25,121
408721776,10034,2022-03-13 07:00:00-07,01:00:00,700,700,18,169
408721957,10034,2022-03-13 08:00:00-07,01:00:00,700,700,38,181
408722476,10034,2022-03-13 09:00:00-07,01:00:00,700,700,29,181
408722929,10034,2022-03-13 10:00:00-07,01:00:00,700,700,63,181
408723120,10034,2022-03-13 11:00:00-07,01:00:00,700,700,48,181
408723824,10034,2022-03-13 12:00:00-07,01:00:00,700,700,136,181
408724114,10034,2022-03-13 13:00:00-07,01:00:00,700,700,385,181
408724404,10034,2022-03-13 14:00:00-07,01:00:00,700,700,309,181
408725055,10034,2022-03-13 15:00:00-07,01:00:00,700,700,248,181
408725369,10034,2022-03-13 16:00:00-07,01:00:00,700,700,284,181
408725799,10034,2022-03-13 17:00:00-07,01:00:00,700,700,237,181
408726436,10034,2022-03-13 18:00:00-07,01:00:00,700,700,244,181
408726745,10034,2022-03-13 19:00:00-07,01:00:00,700,700,222,181
408726996,10034,2022-03-13 20:00:00-07,01:00:00,700,700,158,181
408727469,10034,2022-03-13 21:00:00-07,01:00:00,700,700,138,181
408727862,10034,2022-03-13 22:00:00-07,01:00:00,700,700,119,181
408728163,10034,2022-03-13 23:00:00-07,01:00:00,700,700,128,175
408728684,10034,2022-03-14 00:00:00-07,01:00:00,634,634,49,181
408729202,10034,2022-03-14 01:00:00-07,01:00:00,0,0,36,169
408729492,10034,2022-03-14 02:00:00-07,01:00:00,0,0,21,169
408730005,10034,2022-03-14 03:00:00-07,01:00:00,0,0,14,181
408730348,10034,2022-03-14 04:00:00-07,01:00:00,0,0,15,175
408730654,10034,2022-03-14 05:00:00-07,01:00:00,0,0,25,181
408731147,10034,2022-03-14 06:00:00-07,01:00:00,688,688,86,181
408731736,10034,2022-03-14 07:00:00-07,01:00:00,700,700,197,181
408732039,10034,2022-03-14 08:00:00-07,01:00:00,700,700,228,181
408732536,10034,2022-03-14 09:00:00-07,01:00:00,700,700,191,181
408733063,10034,2022-03-14 10:00:00-07,01:00:00,8,8,250,175
408733426,10034,2022-03-14 11:00:00-07,01:00:00,0,0,241,181
408733843,10034,2022-03-14 12:00:00-07,01:00:00,0,0,295,181
408734165,10034,2022-03-14 13:00:00-07,01:00:00,683,683,294,169
408734571,10034,2022-03-14 14:00:00-07,01:00:00,700,700,347,181
408735064,10034,2022-03-14 15:00:00-07,01:00:00,700,700,376,175
408735507,10034,2022-03-14 16:00:00-07,01:00:00,700,700,449,173
408735949,10034,2022-03-14 17:00:00-07,01:00:00,700,700,491,175
408736390,10034,2022-03-14 18:00:00-07,01:00:00,700,700,302,181
408736565,10034,2022-03-14 19:00:00-07,01:00:00,7,7,140,181
408737095,10034,2022-03-14 20:00:00-07,01:00:00,0,0,144,181
408737609,10034,2022-03-14 21:00:00-07,01:00:00,0,0,120,181
408737973,10034,2022-03-14 22:00:00-07,01:00:00,0,0,69,181
408738367,10034,2022-03-14 23:00:00-07,01:00:00,0,0,55,169
408738496,10034,2022-03-15 00:00:00-07,01:00:00,0,0,21,163
408739051,10034,2022-03-15 01:00:00-07,01:00:00,0,0,13,164
408739448,10034,2022-03-15 02:00:00-07,01:00:00,0,0,18,160
408739920,10034,2022-03-15 03:00:00-07,01:00:00,0,0,14,173
408740397,10034,2022-03-15 04:00:00-07,01:00:00,0,0,17,175
408740827,10034,2022-03-15 05:00:00-07,01:00:00,0,0,39,181
408741270,10034,2022-03-15 06:00:00-07,01:00:00,688,688,108,181
408741546,10034,2022-03-15 07:00:00-07,01:00:00,700,700,211,180
408742181,10034,2022-03-15 08:00:00-07,01:00:00,700,700,254,180
408742407,10034,2022-03-15 09:00:00-07,01:00:00,700,700,190,181
408742841,10034,2022-03-15 10:00:00-07,01:00:00,7,7,234,181
408743268,10034,2022-03-15 11:00:00-07,01:00:00,0,0,222,181
408743706,10034,2022-03-15 12:00:00-07,01:00:00,0,0,323,181
408743900,10034,2022-03-15 13:00:00-07,01:00:00,688,688,297,181
408744375,10034,2022-03-15 14:00:00-07,01:00:00,700,700,383,180
408744903,10034,2022-03-15 15:00:00-07,01:00:00,700,700,494,181
408745298,10034,2022-03-15 16:00:00-07,01:00:00,700,700,452,181
408745714,10034,2022-03-15 17:00:00-07,01:00:00,700,700,583,181
408746251,10034,2022-03-15 18:00:00-07,01:00:00,700,700,327,180
408746371,10034,2022-03-15 19:00:00-07,01:00:00,7,7,218,181
408746887,10034,2022-03-15 20:00:00-07,01:00:00,0,0,178,181
408747416,10034,2022-03-15 21:00:00-07,01:00:00,0,0,168,181
408747750,10034,2022-03-15 22:00:00-07,01:00:00,0,0,98,181
408748279,10034,2022-03-15 23:00:00-07,01:00:00,0,0,56,175
408748801,10034,2022-03-16 00:00:00-07,01:00:00,0,0,31,181
